mode,service,train_uid,platform,operator,aimed_departure_time,expected_departure_time,best_departure_estimate_mins,aimed_arrival_time,expected_arrival_time,best_arrival_estimate_mins,status,source,origin_code,destination_code
train,22209000,G25185,3,LM,2014/04/04 09:06:00,2014/04/04 09:07:00,0,2014/04/04 09:05:00,2014/04/04 09:07:00,0,LATE,Network Rail,EUS,TRI
train,22209000,G25190,4,LM,2014/04/04 13:05:00,2014/04/04 13:06:00,0,2014/04/04 13:04:00,2014/04/04 13:06:00,0,LATE,Network Rail,TRI,EUS
train,22209000,G25231,3,LM,2014/04/04 13:06:00,2014/04/04 13:09:00,0,2014/04/04 13:05:00,2014/04/04 13:09:00,0,LATE,Network Rail,EUS,TRI
train,22209000,G24043,4,LM,2014/04/04 13:19:00,2014/04/04 13:20:00,0,2014/04/04 13:19:00,2014/04/04 13:20:00,0,LATE,Network Rail,MKC,EUS
train,22209000,G24203,3,LM,2014/04/04 13:18:00,2014/04/04 13:22:00,0,2014/04/04 13:17:00,2014/04/04 13:22:00,0,LATE,Network Rail,EUS,NMP
train,24674005,W82064,3,SN,2014/04/04 13:29:00,2014/04/04 13:29:00,0,2014/04/04 13:29:00,2014/04/04 13:28:00,0,EARLY,Network Rail,SCY,MKC
train,22209000,G25192,4,LM,2014/04/04 13:35:00,2014/04/04 13:36:00,-1,2014/04/04 13:34:00,2014/04/04 13:36:00,-1,LATE,Network Rail,TRI,EUS
train,22209000,G25236,3,LM,2014/04/04 13:38:00,2014/04/04 13:39:00,0,2014/04/04 13:37:00,2014/04/04 13:39:00,0,LATE,Network Rail,EUS,TRI
train,24674005,W82148,4,SN,2014/04/04 13:43:00,2014/04/04 13:43:00,0,2014/04/04 13:43:00,2014/04/04 13:42:00,0,ON TIME,Network Rail,MKC,SCY
